MstrRecNbrTxt,CollisionDate,CollisionDteTime,YearNmb,Month,DayOfWeek,Hour,Latitude,Longitude,InjuryClass,PersonType,NonMotoristLocation,RelationToJunction,LightCondition,MannerOfCollision,FirstHarmfulEvent,VictimsInCrash
301028565,2025-07-15,2025-07-15 20:00:00,2025,7,Tuesday,20,35.101875,-89.859383,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dusk,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301069679,2026-03-10,2026-03-10 12:20:00,2026,3,Tuesday,12,35.035515,-90.02516,Suspected Minor Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301073009,2026-04-01,2026-04-01 08:53:00,2026,4,Wednesday,8,35.148502,-89.92846,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301073690,2026-04-04,2026-04-04 13:00:00,2026,4,Saturday,13,35.142082,-90.03187,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301073359,2026-04-04,2026-04-04 04:13:00,2026,4,Saturday,4,35.105015,-90.02044,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Unknown Lighting,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301072003,2026-03-26,2026-03-26 18:23:00,2026,3,Thursday,18,35.148026,-90.05299,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301073707,2026-04-03,2026-04-03 07:20:00,2026,4,Friday,7,35.31694,-89.90166,No Injury,Pedestrian,Unknown,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Other,1
301021460,2025-05-31,2025-05-31 23:45:00,2025,5,Saturday,23,35.0613,-90.05918,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301073827,2026-04-06,2026-04-06 23:34:00,2026,4,Monday,23,35.215113,-90.003464,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301002080,2025-02-16,2025-02-16 03:05:00,2025,2,Sunday,3,35.088028,-89.931046,Fatal,Pedestrian,Intersection-Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301070937,2026-03-20,2026-03-20 19:45:00,2026,3,Friday,19,35.000706,-90.015594,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301076569,2026-04-21,2026-04-21 17:43:00,2026,4,Tuesday,17,35.155178,-89.97616,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Through Roadway,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301073322,2026-04-03,2026-04-03 18:02:00,2026,4,Friday,18,35.061916,-89.885826,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Through Roadway,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301076345,2026-04-20,2026-04-20 08:40:00,2026,4,Monday,8,35.06133,-89.928825,Suspected Serious Injury,Pedestrian,Not Intersection-Outside Traffic,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301070742,2026-03-19,2026-03-19 17:18:00,2026,3,Thursday,17,35.040314,-89.82702,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301072428,2026-03-29,2026-03-29 15:35:00,2026,3,Sunday,15,35.05159,-90.00781,Possible Injury,Pedestrian,Intersection-Not on Roadway,Non-Junction,Daylight,Angle,Other,1
301074031,2026-04-07,2026-04-07 08:15:00,2026,4,Tuesday,8,35.145485,-90.04989,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301081667,2026-05-18,2026-05-18 12:54:00,2026,5,Monday,12,35.07929,-89.98485,Fatal,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301079968,2026-05-09,2026-05-09 15:00:00,2026,5,Saturday,15,35.10211,-89.865555,Possible Injury,Pedestrian,Not Intersection-Other Not On Roadway,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301079472,2026-05-07,2026-05-07 09:04:00,2026,5,Thursday,9,35.14011,-89.96166,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Through Roadway,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301077119,2026-04-23,2026-04-23 20:40:00,2026,4,Thursday,20,35.1334,-89.980545,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Front to Rear,Other,1
301018340,2025-05-15,2025-05-15 22:10:00,2025,5,Thursday,22,35.142204,-90.03157,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301032468,2025-08-07,2025-08-07 04:07:00,2025,8,Thursday,4,35.15228,-90.04579,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301052594,2025-11-26,2025-11-26 05:37:00,2025,11,Wednesday,5,35.074295,-90.00193,Fatal,Pedestrian,Not Intersection-Adjacent to Roadway,Non-Junction,Dark-Lighted,Front to Rear,Other,2
300933529,2024-01-03,2024-01-03 18:25:00,2024,1,Wednesday,18,35.048794,-89.92077,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301078671,2026-05-03,2026-05-03 19:10:00,2026,5,Sunday,19,35.161133,-89.917366,Suspected Serious Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301079833,2026-05-08,2026-05-08 20:48:00,2026,5,Friday,20,35.221107,-89.97553,Suspected Serious Injury,Pedestrian,Intersection-Unknown,Intersection,Dusk,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301078016,2026-04-29,2026-04-29 10:55:00,2026,4,Wednesday,10,35.144867,-90.05153,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Other,1
301061148,2026-01-17,2026-01-17 10:00:00,2026,1,Saturday,10,35.07157,-90.0211,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301078947,2026-05-03,2026-05-03 12:01:00,2026,5,Sunday,12,35.106583,-89.89539,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301077034,2026-04-23,2026-04-23 22:42:00,2026,4,Thursday,22,35.10871,-89.97572,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301047539,2025-10-29,2025-10-29 15:22:00,2025,10,Wednesday,15,35.23621,-90.00019,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301081746,2026-05-18,2026-05-18 17:39:00,2026,5,Monday,17,35.104298,-89.97926,No Injury,Pedestrian,Unknown,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Other,1
301061695,2026-01-20,2026-01-20 12:50:00,2026,1,Tuesday,12,35.07659,-89.951195,Fatal,Pedestrian,Intersection-In Crosswalk,Entrance/Exit Ramp Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301077017,2026-04-23,2026-04-23 20:20:00,2026,4,Thursday,20,35.01894,-90.04959,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Through Roadway,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301077018,2026-04-23,2026-04-23 22:00:00,2026,4,Thursday,22,35.209473,-90.03271,Possible Injury,Pedestrian,Intersection-Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301072422,2026-03-29,2026-03-29 20:40:00,2026,3,Sunday,20,35.14176,-90.04817,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301079340,2026-05-06,2026-05-06 15:55:00,2026,5,Wednesday,15,35.08793,-89.946815,Possible Injury,Pedestrian,Not Intersection-Outside Traffic,"Driveway, Alley Access, etc",Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301081352,2026-05-16,2026-05-16 17:51:00,2026,5,Saturday,17,35.134354,-89.83459,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301078082,2026-04-28,2026-04-28 20:00:00,2026,4,Tuesday,20,35.0536,-90.019104,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301078876,2026-05-04,2026-05-04 16:01:00,2026,5,Monday,16,35.156944,-90.04743,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301014888,2025-04-28,2025-04-28 22:48:00,2025,4,Monday,22,35.06494,-89.90679,Fatal,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301057819,2025-12-26,2025-12-26 21:42:00,2025,12,Friday,21,35.072655,-89.98633,Fatal,Pedestrian,Not Intersection-Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301079367,2026-04-29,2026-04-29 11:45:00,2026,4,Wednesday,11,35.11443,-89.943054,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301036961,2025-09-01,2025-09-01 23:10:00,2025,9,Monday,23,35.177515,-89.861159,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301079037,2026-05-05,2026-05-05 06:00:00,2026,5,Tuesday,6,35.051704,-90.01452,No Injury,Pedestrian,Intersection-Not on Roadway,AccelDecelLane,Dawn,Not Collision with Motor Vehicle in Transport,Other,1
301019499,2025-05-22,2025-05-22 21:48:00,2025,5,Thursday,21,35.167316,-89.94523,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301077875,2026-04-25,2026-04-25 16:50:00,2026,4,Saturday,16,35.160507,-90.03022,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301081368,2026-05-16,2026-05-16 23:43:00,2026,5,Saturday,23,35.138874,-90.058,Possible Injury,Pedestrian,Not Intersection-Outside Traffic,Intersection-Related,Dark-Lighted,Angle,Other,1
301077901,2026-04-28,2026-04-28 16:00:00,2026,4,Tuesday,16,35.079296,-90.05733,Suspected Minor Injury,Pedestrian,Not Intersection-Unknown,AccelDecelLane,Daylight,Angle,Other,1
301077651,2026-04-28,2026-04-28 00:25:00,2026,4,Tuesday,0,35.06306,-89.905334,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,OtherLocation,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301081598,2026-05-14,2026-05-14 15:05:00,2026,5,Thursday,15,35.234589,-89.837991,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,3
301065830,2026-02-18,2026-02-18 06:52:00,2026,2,Wednesday,6,35.109688,-90.02922,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301078187,2026-04-30,2026-04-30 18:35:00,2026,4,Thursday,18,35.14742,-89.88427,No Injury,Pedestrian,Not Intersection-Outside Traffic,Non-Junction,Daylight,Angle,Other,1
300957664,2024-05-17,2024-05-17 20:53:00,2024,5,Friday,20,35.1073,-90.04194,Fatal,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301083723,2026-05-30,2026-05-30 00:55:00,2026,5,Saturday,0,35.109856,-89.88973,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301082509,2026-05-20,2026-05-20 16:15:00,2026,5,Wednesday,16,35.219179,-89.79697,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,2
301085161,2026-06-07,2026-06-07 09:08:00,2026,6,Sunday,9,35.143417,-90.006004,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Other,1
301084357,2026-06-02,2026-06-02 17:45:00,2026,6,Tuesday,17,35.086903,-89.97048,No Injury,Pedestrian,Not Intersection-Outside Traffic,Intersection-Related,Daylight,Angle,Other,1
301082844,2026-05-25,2026-05-25 00:00:00,2026,5,Monday,99,35.108906,-90.00335,Suspected Serious Injury,Pedestrian,Intersection-Unknown,Unknown,Unknown,Unknown,Other,1
301084359,2026-06-02,2026-06-02 15:00:00,2026,6,Tuesday,15,35.088875,-89.96287,Possible Injury,Pedestrian,Intersection-Not on Roadway,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301017287,2025-05-11,2025-05-11 23:42:00,2025,5,Sunday,23,35.151276,-89.94446,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301085919,2026-06-11,2026-06-11 22:50:00,2026,6,Thursday,22,35.115646,-90.03716,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301082549,2026-05-22,2026-05-22 02:50:00,2026,5,Friday,2,35.17474,-89.979675,Suspected Serious Injury,Pedestrian,Not Intersection-Unknown,Through Roadway,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301082557,2026-05-22,2026-05-22 19:42:00,2026,5,Friday,19,35.150623,-89.97994,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301085015,2026-06-07,2026-06-07 01:05:00,2026,6,Sunday,1,35.06263,-89.91606,Fatal,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301086179,2026-06-12,2026-06-12 15:28:00,2026,6,Friday,15,35.034172,-90.02463,Fatal,Pedestrian,Not Intersection-Outside Traffic,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300966431,2024-07-16,2024-07-16 20:56:00,2024,7,Tuesday,20,35.07365,-89.900955,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301083087,2026-05-26,2026-05-26 17:59:00,2026,5,Tuesday,17,35.073963,-89.91918,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301084410,2026-06-02,2026-06-02 20:04:00,2026,6,Tuesday,20,35.14776,-89.97406,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301084184,2026-06-01,2026-06-01 22:30:00,2026,6,Monday,22,35.085995,-89.962364,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301069623,2026-03-12,2026-03-12 16:20:00,2026,3,Thursday,16,35.208828,-90.011665,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301083684,2026-05-29,2026-05-29 13:24:00,2026,5,Friday,13,35.123043,-90.04289,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301049362,2025-11-08,2025-11-08 17:03:00,2025,11,Saturday,17,35.14743,-90.02614,Fatal,Pedestrian,Not Intersection-Outside Traffic,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301083130,2026-05-26,2026-05-26 17:18:00,2026,5,Tuesday,17,35.064816,-89.929436,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Daylight,Angle,Other,1
301083138,2026-05-26,2026-05-26 22:14:00,2026,5,Tuesday,22,35.175045,-89.952995,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301050619,2025-11-16,2025-11-16 21:23:00,2025,11,Sunday,21,35.135696,-90.00856,Fatal,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301086210,2026-06-13,2026-06-13 18:08:00,2026,6,Saturday,18,35.09006,-89.96577,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection-Related,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301086396,2026-06-14,2026-06-14 17:45:00,2026,6,Sunday,17,35.105953,-89.98519,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Through Roadway,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301086649,2026-06-10,2026-06-10 04:00:00,2026,6,Wednesday,4,34.99923,-89.996284,No Injury,Pedestrian,Not Intersection-Unknown,Unknown,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Other,1
301084458,2026-06-03,2026-06-03 15:19:00,2026,6,Wednesday,15,35.137985,-90.028175,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
300922722,2023-11-09,2023-11-09 17:35:00,2023,11,Thursday,17,35.02193,-89.85966,Fatal,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301086226,2026-06-13,2026-06-13 11:35:00,2026,6,Saturday,11,35.10014,-89.987175,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301082426,2026-05-16,2026-05-16 18:15:00,2026,5,Saturday,18,35.233694,-89.884181,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301085130,2026-06-07,2026-06-07 20:38:00,2026,6,Sunday,20,35.09702,-89.93052,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
301084953,2026-06-05,2026-06-05 21:26:00,2026,6,Friday,21,35.174706,-89.977776,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1
