MstrRecNbrTxt,CollisionDate,CollisionDteTime,YearNmb,Month,DayOfWeek,Hour,Latitude,Longitude,InjuryClass,PersonType,NonMotoristLocation,RelationToJunction,LightCondition,MannerOfCollision,FirstHarmfulEvent,VictimsInCrash,InMemphis,Jurisdiction,StateRoute_NAME,StateRoute_F_System,StateRoute_SPDLIMIT,StateRoute_LANES,StateRoute_ALTNAME_1,StateRoute_Council_District,DistToStateRoute_m,Street_Name,DistToStreet_m,Street_SPDLIMIT,Street_LANES,Street_ONEWAY,Street_CITY_L,Street_COUNTY_L,Jurisdiction_prev,Seg_OBJECTID,DistToSeg_m
300858269,1/1/2023,1/1/2023 21:41,2023,1,Sunday,21,35.02959,-90.01794,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,660.7740507,FINLEY RD,21.99465775,35,2,B,MEMPHIS,SHELBY,City of Memphis,72380,21.99465775
300860889,1/14/2023,1/14/2023 16:05,2023,1,Saturday,16,35.136528,-90.05566,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,S SECOND ST,Minor Arterial,35,2,14,6,2.225379685,VANCE AVE,0.411549567,30,3,B,MEMPHIS,SHELBY,TDOT,3305,0.411549567
300859928,1/9/2023,1/9/2023 12:40,2023,1,Monday,12,35.066715,-89.83936,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,SharedUsePathOrTrail,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,201.2033523,QUINCE RD,5.450015158,45,3,B,MEMPHIS,SHELBY,City of Memphis,52341,5.450015158
300859924,1/9/2023,1/9/2023 15:52,2023,1,Monday,15,35.04934,-89.88578,No Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2814.33627,S MENDENHALL RD,42.31899446,45,7,B,MEMPHIS,SHELBY,City of Memphis,49405,42.31899446
300861083,1/15/2023,1/15/2023 3:04,2023,1,Sunday,3,35.19199,-90.007965,Possible Injury,Pedestrian,Not Intersection-Unknown,Unknown,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2466.161932,N WATKINS ST,0.196787583,50,5,B,MEMPHIS,SHELBY,City of Memphis,52585,0.196787583
300861622,1/16/2023,1/16/2023 20:10,2023,1,Monday,20,35.085697,-89.90716,Suspected Serious Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Non-Junction,Dark-Lighted,Front to Rear,Other,1,TRUE,City of Memphis,,,,,,,2276.62733,WILLOW RD,0.184857694,35,2,B,MEMPHIS,SHELBY,City of Memphis,51486,0.184857694
300859656,1/7/2023,1/7/2023 19:40,2023,1,Saturday,19,35.099323,-89.84542,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,2,TRUE,TDOT state route,POPLAR AVE,Principal Arterial,40,7,57,2,3.628257374,POPLAR AVE,0.895959671,40,7,B,MEMPHIS,SHELBY,TDOT,46254,0.895959671
300859667,1/7/2023,1/7/2023 18:55,2023,1,Saturday,18,35.033012,-90.02144,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,340.6193833,WESLEY DR,70.68336639,30,2,B,MEMPHIS,SHELBY,City of Memphis,27304,70.68336639
300858949,1/4/2023,1/4/2023 15:10,2023,1,Wednesday,15,35.11676,-90.03054,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,SharedUsePathOrTrail,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,816.8513403,SAXON AVE,17.62857019,30,2,B,MEMPHIS,SHELBY,City of Memphis,5066,17.62857019
300859466,1/7/2023,1/7/2023 0:03,2023,1,Saturday,0,35.14826,-90.043564,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,N DANNY THOMAS BLVD,Principal Arterial,35,7,1,7,1.394637586,POPLAR AVE,0.178406984,35,5,B,MEMPHIS,SHELBY,TDOT,50319,0.178406984
300858660,1/2/2023,1/2/2023 22:45,2023,1,Monday,22,35.234222,-89.925735,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2082.267353,RALEIGH MILLINGTON RD,0.165885862,45,5,B,MEMPHIS,SHELBY,City of Memphis,47393,0.165885862
300860961,1/14/2023,1/14/2023 18:35,2023,1,Saturday,18,35.06228,-89.88635,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2241.20886,KNIGHT ARNOLD RD,39.03630844,40,4,B,MEMPHIS,SHELBY,City of Memphis,52839,39.03630844
300860031,1/3/2023,1/3/2023 12:00,2023,1,Tuesday,12,35.077984,-90.02098,No Injury,Other Non-Motorist,Unknown,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Other,1,TRUE,City of Memphis,,,,,,,129.3996763,E ALCY RD,16.14931404,35,2,B,MEMPHIS,SHELBY,City of Memphis,75728,16.14931404
300860549,1/12/2023,1/12/2023 20:20,2023,1,Thursday,20,35.06016,-89.84379,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection-Related,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,561.9511438,KNIGHT ARNOLD RD,0.573344279,40,7,B,MEMPHIS,SHELBY,City of Memphis,76434,0.573344279
300859497,1/7/2023,1/7/2023 17:54,2023,1,Saturday,17,35.048244,-90.082054,Unknown,Pedestrian,Intersection-Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1525.083564,FORD RD,34.95430274,30,2,B,MEMPHIS,SHELBY,City of Memphis,71849,34.95430274
300860561,1/11/2023,1/11/2023 20:00,2023,1,Wednesday,20,35.055153,-89.856476,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Non-Junction,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1655.883407,VILLAGE GREEN LN,67.36080292,25,2,B,MEMPHIS,SHELBY,City of Memphis,44271,67.36080292
300864771,2/2/2023,2/2/2023 22:00,2023,2,Thursday,22,35.046165,-90.0574,No Injury,Pedestrian,Not Intersection-Other Not On Roadway,Unknown,Unknown,Not Collision with Motor Vehicle in Transport,Other,1,TRUE,City of Memphis,,,,,,,523.3576985,MARTY ST,22.00239693,30,2,B,MEMPHIS,SHELBY,City of Memphis,84084,22.00239693
300863294,1/26/2023,1/26/2023 18:44,2023,1,Thursday,18,35.221054,-89.96052,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,3781.197387,FRAYSER RALEIGH RD,0.177881197,30,2,B,MEMPHIS,SHELBY,City of Memphis,72644,0.177881197
300867899,2/18/2023,2/18/2023 19:47,2023,2,Saturday,19,35.128242,-90.06182,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,394.4880919,W CAROLINA AVE,0.249186242,30,2,B,MEMPHIS,SHELBY,City of Memphis,6603,0.249186242
300862283,1/21/2023,1/21/2023 19:47,2023,1,Saturday,19,35.13463,-90.04869,Possible Injury,Pedestrian,Not Intersection-Bike Path,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,191.3513972,FOOTE PARK PL,0.229109247,25,2,B,MEMPHIS,SHELBY,City of Memphis,55483,0.229109247
300866809,2/12/2023,2/12/2023 21:03,2023,2,Sunday,21,35.16381,-90.0092,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,AccelDecelLane,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,538.5587598,GARLAND ST,23.83733268,30,2,B,MEMPHIS,SHELBY,City of Memphis,81179,23.83733268
300862071,1/20/2023,1/20/2023 17:00,2023,1,Friday,17,35.061424,-90.023605,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dusk,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,ELVIS PRESLEY BLVD,Principal Arterial,40,6,3,6,1.889895264,ELVIS PRESLEY BLVD,0.793074693,40,6,B,MEMPHIS,SHELBY,TDOT,46512,0.793074693
300868423,2/21/2023,2/21/2023 9:40,2023,2,Tuesday,9,35.124565,-89.90786,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,728.9457465,WOODMONT DR,6.227763191,30,2,B,MEMPHIS,SHELBY,City of Memphis,29639,6.227763191
300867695,2/17/2023,2/17/2023 19:00,2023,2,Friday,19,35.06423,-89.845,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,307.4659022,MOUNT MORIAH ROAD EXT,6.727475749,45,5,B,MEMPHIS,SHELBY,City of Memphis,49519,6.727475749
300863323,1/26/2023,1/26/2023 22:40,2023,1,Thursday,22,35.010193,-90.00763,No Injury,Pedestrian,Not Intersection-Unknown,Intersection-Related,Dark-Not Lighted,Angle,Other,1,TRUE,City of Memphis,,,,,,,1206.144714,HESTER RD,0.118192854,30,2,B,MEMPHIS,SHELBY,City of Memphis,72409,0.118192854
300867946,2/19/2023,2/19/2023 0:20,2023,2,Sunday,0,35.15307,-89.88861,Suspected Serious Injury,Pedestrian,Intersection-Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,SUMMER AVE,Principal Arterial,40,7,1,5,2.927612082,N WHITE STATION RD,0.044724513,40,5,B,MEMPHIS,SHELBY,TDOT,51458,0.044724513
300862832,1/24/2023,1/24/2023 16:05,2023,1,Tuesday,16,35.02104,-89.98982,Unknown,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,E SHELBY DR,Principal Arterial,40,7,175,3,5.227872065,AIRWAYS BLVD,0.345976528,45,7,B,MEMPHIS,SHELBY,TDOT,53447,0.345976528
300862344,1/22/2023,1/22/2023 1:30,2023,1,Sunday,1,35.083305,-90.01855,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,ELVIS PRESLEY BLVD,Minor Arterial,40,4,3,6,0.025171471,NORRIS RD,0.124507636,40,4,B,MEMPHIS,SHELBY,TDOT,50977,0.124507636
300861852,1/18/2023,1/18/2023 17:32,2023,1,Wednesday,17,35.085995,-89.96237,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection-Related,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,LAMAR AVE,Principal Arterial,40,5,4,4,3.295591925,SEMMES ST,0.207648042,30,5,B,MEMPHIS,SHELBY,TDOT,82735,0.207648042
300862589,1/23/2023,1/23/2023 8:00,2023,1,Monday,8,35.057922,-90.08071,Suspected Minor Injury,Other Non-Motorist,Unknown,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,2,TRUE,City of Memphis,,,,,,,1901.086915,FORD RD,11.83755898,35,2,B,MEMPHIS,SHELBY,City of Memphis,71856,11.83755898
300867963,2/16/2023,2/16/2023 18:00,2023,2,Thursday,18,35.145138,-90.031746,Possible Injury,Pedestrian,Intersection-Unknown,Unknown,Unknown,Unknown,Other,1,TRUE,City of Memphis,,,,,,,740.9813599,POPLAR AVE,34.89043561,40,7,B,MEMPHIS,SHELBY,City of Memphis,50350,34.89043561
300862887,1/23/2023,1/23/2023 17:48,2023,1,Monday,17,35.062195,-89.85703,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,961.0805312,BELLE FOREST DR,0.994038701,30,2,B,MEMPHIS,SHELBY,City of Memphis,26254,0.994038701
300867496,2/16/2023,2/16/2023 18:10,2023,2,Thursday,18,35.158142,-90.01176,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,AccelDecelLane,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,JACKSON AVE,Principal Arterial,35,4,14,7,4.859198921,JACKSON AVE,0.251910251,35,4,B,MEMPHIS,SHELBY,TDOT,46790,0.251910251
300864461,1/21/2023,1/21/2023 23:19,2023,1,Saturday,23,35.083454,-90.02569,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,Entrance/Exit Ramp Related,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,649.863081,NORRIS RD,0.293261225,40,5,B,MEMPHIS,SHELBY,City of Memphis,50953,0.293261225
300862673,1/23/2023,1/23/2023 19:30,2023,1,Monday,19,35.21309,-90.00359,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2247.451389,N WATKINS ST,1.40016289,40,5,B,MEMPHIS,SHELBY,City of Memphis,49874,1.40016289
300862268,1/21/2023,1/21/2023 15:50,2023,1,Saturday,15,35.20146,-90.007744,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Angle,Other,1,TRUE,City of Memphis,,,,,,,2386.900657,OBERLE AVE,0.564601813,30,2,B,MEMPHIS,SHELBY,City of Memphis,2753,0.564601813
300865750,2/8/2023,2/8/2023 0:20,2023,2,Wednesday,0,35.0533,-89.99128,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,3069.112008,WINCHESTER RD,0.243055541,40,7,B,MEMPHIS,SHELBY,City of Memphis,49820,0.243055541
300866299,2/10/2023,2/10/2023 14:21,2023,2,Friday,14,35.021023,-90.00753,Possible Injury,Pedestrian,Intersection-Not on Roadway,Intersection,Daylight,Angle,Other,1,TRUE,City of Memphis,E SHELBY DR,Minor Arterial,40,7,175,3,4.930182143,MILLBRANCH RD,0.103314559,40,7,B,MEMPHIS,SHELBY,TDOT,49769,0.103314559
300864254,1/30/2023,1/30/2023 20:40,2023,1,Monday,20,35.1069,-90.02119,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,ELVIS PRESLEY BLVD,Minor Arterial,40,4,3,4,1.141694593,KERR AVE,0.055307322,35,3,B,MEMPHIS,SHELBY,TDOT,5121,0.055307322
300864280,1/28/2023,1/28/2023 14:35,2023,1,Saturday,14,35.0133,-90.09468,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,,,,,,,50.20447706,S THIRD ST,47.08365755,45,4,B,MEMPHIS,SHELBY,City of Memphis,46461,47.08365755
300863500,1/27/2023,1/27/2023 19:13,2023,1,Friday,19,35.09297,-89.93103,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1385.738195,KIMBALL AVE,0.352984003,40,2,B,MEMPHIS,SHELBY,City of Memphis,5893,0.352984003
300866060,2/8/2023,2/8/2023 19:00,2023,2,Wednesday,19,35.106213,-89.969765,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,913.2343312,SELECT AVE,0.128320597,30,2,B,MEMPHIS,SHELBY,City of Memphis,5397,0.128320597
300864284,1/31/2023,1/31/2023 17:30,2023,1,Tuesday,17,35.15775,-90.02433,Possible Injury,Pedestrian,Not Intersection-Unknown,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Other,1,TRUE,TDOT state route,,,,,,,51.37163207,JACKSON AVE,55.93538956,35,5,B,MEMPHIS,SHELBY,City of Memphis,46761,55.93538956
300863228,1/26/2023,1/26/2023 16:20,2023,1,Thursday,16,35.122772,-89.99094,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,607.218618,EVELYN AVE,0.562256017,30,2,B,MEMPHIS,SHELBY,City of Memphis,4258,0.562256017
300863989,1/30/2023,1/30/2023 6:50,2023,1,Monday,6,35.175808,-89.76771,No Injury,Pedestrian,Not Intersection-Outside Traffic,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Other,1,TRUE,City of Memphis,,,,,,,2301.310961,OVERLEA CV,0.482769752,25,2,B,MEMPHIS,SHELBY,City of Memphis,15910,0.482769752
300867018,2/14/2023,2/14/2023 18:05,2023,2,Tuesday,18,35.135986,-90.020706,Suspected Serious Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,S BELLEVUE BLVD,Major Collector,35,4,3,6,0.066453176,EASTMORELAND AVE,0.227406251,30,2,B,MEMPHIS,SHELBY,TDOT,3726,0.227406251
300873679,3/16/2023,3/16/2023 21:30,2023,3,Thursday,21,35.10955,-90.021736,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Crossover-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,ELVIS PRESLEY BLVD,Minor Arterial,35,5,3,4,1.237786142,S PARKWAY E,0.173326584,35,5,B,MEMPHIS,SHELBY,TDOT,53274,0.173326584
300870763,3/3/2023,3/3/2023 8:30,2023,3,Friday,8,35.149506,-89.90439,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,,,,,,,91.61969893,SUMMER AVE,96.2761848,40,7,B,MEMPHIS,SHELBY,City of Memphis,47110,96.2761848
300869507,2/25/2023,2/25/2023 10:00,2023,2,Saturday,10,35.151417,-89.98071,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,,,,,,,41.71929117,N TREZEVANT ST,40.90126638,40,4,B,MEMPHIS,SHELBY,City of Memphis,48089,40.90126638
300871066,3/4/2023,3/4/2023 10:08,2023,3,Saturday,10,35.091415,-89.90695,No Injury,Pedestrian,Not Intersection-Outside Traffic,Intersection,Daylight,Angle,Other,1,TRUE,City of Memphis,,,,,,,2530.603829,S PERKINS RD,0.375698914,35,4,B,MEMPHIS,SHELBY,City of Memphis,51498,0.375698914
300870152,2/28/2023,2/28/2023 23:10,2023,2,Tuesday,23,35.083065,-89.93171,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,288.9813947,GETWELL RD,41.04552474,40,7,B,MEMPHIS,SHELBY,City of Memphis,53672,41.04552474
300870798,3/1/2023,3/1/2023 20:20,2023,3,Wednesday,20,35.02046,-90.0481,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,46.24652006,DALTON RD,23.87292983,30,2,B,MEMPHIS,SHELBY,City of Memphis,74803,23.87292983
300870841,3/2/2023,3/2/2023 21:25,2023,3,Thursday,21,35.050034,-89.86632,No Injury,Other Non-Motorist,Not Intersection-On Roadway Not In Crosswalk,Intersection,Dark-Lighted,Angle,Other,1,TRUE,City of Memphis,,,,,,,2540.978528,WINCHESTER RD,1.413892855,45,7,B,MEMPHIS,SHELBY,City of Memphis,53043,1.413892855
300871117,3/5/2023,3/5/2023 1:05,2023,3,Sunday,1,35.18188,-89.79283,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Unknown Lighting,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,N GERMANTOWN PKWY,Principal Arterial,50,6,177,1,0.201829117,AMBERGATE LN,0.327862581,30,2,B,MEMPHIS,SHELBY,TDOT,44146,0.327862581
300871977,3/8/2023,3/8/2023 17:05,2023,3,Wednesday,17,35.100784,-89.97206,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,292.5923937,BARRON AVE,0.217343742,35,2,B,MEMPHIS,SHELBY,City of Memphis,51036,0.217343742
300874516,3/21/2023,3/21/2023 15:45,2023,3,Tuesday,15,35.139824,-89.80343,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,701.172177,TRINITY RD,0.360625581,45,3,B,MEMPHIS,SHELBY,City of Memphis,51741,0.360625581
300864056,1/23/2023,1/23/2023 20:15,2023,1,Monday,20,35.050297,-89.87499,No Injury,Pedestrian,Not Intersection-Outside Traffic,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Other,1,TRUE,City of Memphis,,,,,,,2918.62989,WINCHESTER RD,0.225451555,45,7,B,MEMPHIS,SHELBY,City of Memphis,49423,0.225451555
300870580,3/2/2023,3/2/2023 20:15,2023,3,Thursday,20,35.137314,-89.994194,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,297.3456599,N MORRISON ST,23.37284014,30,2,B,MEMPHIS,SHELBY,City of Memphis,81577,23.37284014
300868788,2/23/2023,2/23/2023 3:15,2023,2,Thursday,3,35.226337,-90.02248,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,THOMAS ST,,40,2,3,7,2.078909298,CRESTON AVE,0.285496691,30,2,B,MEMPHIS,SHELBY,TDOT,2698,0.285496691
300868671,2/20/2023,2/20/2023 20:00,2023,2,Monday,20,35.142185,-89.913795,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,"Driveway, Alley Access, etc",Dark-Unknown Lighting,Other,Other,1,TRUE,City of Memphis,,,,,,,742.3751023,SEQUOIA AVE,29.3899893,30,2,B,MEMPHIS,SHELBY,City of Memphis,6110,29.3899893
300873572,3/16/2023,3/16/2023 21:09,2023,3,Thursday,21,35.067947,-89.84247,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,147.7729111,QUINCE RD,40.19463856,45,4,B,MEMPHIS,SHELBY,City of Memphis,52744,40.19463856
300869980,2/28/2023,2/28/2023 7:30,2023,2,Tuesday,7,35.09506,-90.07175,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,1440.63273,JOUBERT AVE,50.1376215,30,2,B,MEMPHIS,SHELBY,City of Memphis,4596,50.1376215
300869437,2/25/2023,2/25/2023 21:29,2023,2,Saturday,21,35.053326,-90.02045,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,418.3747235,ROYAL OAKS CV,62.58265035,35,2,B,MEMPHIS,SHELBY,City of Memphis,15075,62.58265035
300869117,2/20/2023,2/20/2023 18:30,2023,2,Monday,18,35.06238,-89.90577,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,2133.192353,S PERKINS RD,0.212929174,40,2,FT,MEMPHIS,SHELBY,City of Memphis,49376,0.212929174
300871759,3/8/2023,3/8/2023 0:15,2023,3,Wednesday,0,35.127785,-89.94525,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,POPLAR AVE,Principal Arterial,40,7,57,5,4.826539638,POPLAR AVE,0.36878074,40,7,B,MEMPHIS,SHELBY,TDOT,48496,0.36878074
300873088,3/14/2023,3/14/2023 6:02,2023,3,Tuesday,6,35.216984,-89.90984,Possible Injury,Pedestrian,Not Intersection-Outside Traffic,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,248.1368039,PLATO AVE,100.8799389,30,2,B,MEMPHIS,SHELBY,City of Memphis,3107,100.8799389
300869176,2/20/2023,2/20/2023 20:51,2023,2,Monday,20,35.23399,-89.89301,Possible Injury,Pedestrian,Intersection-Unknown,AccelDecelLane,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,,,,,,,62.98969239,NEW COVINGTON PIKE,65.95150793,45,5,B,MEMPHIS,SHELBY,City of Memphis,48076,65.95150793
300868831,2/17/2023,2/17/2023 20:00,2023,2,Friday,20,35.14714,-90.050514,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,TDOT state route,N SECOND ST,Minor Arterial,35,3,3,6,12.13992335,N SECOND ST,10.45832546,35,3,TF,MEMPHIS,SHELBY,TDOT,50292,10.45832546
300868833,2/23/2023,2/23/2023 8:00,2023,2,Thursday,8,35.07851,-89.85198,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,TRUE,City of Memphis,,,,,,,828.8462046,QUINCE RD,83.07281604,40,5,B,MEMPHIS,SHELBY,City of Memphis,52876,83.07281604
