MstrRecNbrTxt,CollisionDate,CollisionDteTime,YearNmb,Month,DayOfWeek,Hour,Latitude,Longitude,InjuryClass,PersonType,NonMotoristLocation,RelationToJunction,LightCondition,MannerOfCollision,FirstHarmfulEvent,VictimsInCrash,InMemphis,Jurisdiction,StateRoute_NAME,StateRoute_F_System,StateRoute_SPDLIMIT,StateRoute_LANES,StateRoute_ALTNAME_1,StateRoute_Council_District,DistToStateRoute_m,Jurisdiction_prev
300978648,2024-10-05,2024-10-05 13:30:00,2024,10,Saturday,13,35.11205,-89.984604,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,AccelDecelLane,Daylight,Front to Rear,Other,1,True,TDOT,AIRWAYS BLVD,Principal Arterial,30.0,2.0,277,4.0,0.4979596152757568,TDOT
300977788,2024-09-30,2024-09-30 16:06:00,2024,9,Monday,16,35.133823,-90.019356,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,SharedUsePathOrTrail,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,131.1164148318082,City of Memphis
300966464,2024-07-17,2024-07-17 06:50:00,2024,7,Wednesday,6,35.035595,-89.98982,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1609.59190312081,City of Memphis
300979943,2024-10-14,2024-10-14 09:57:00,2024,10,Monday,9,35.139973,-90.05351,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,S SECOND ST,Minor Arterial,35.0,3.0,14,6.0,1.2449446035053495,TDOT
300977010,2024-09-24,2024-09-24 20:10:00,2024,9,Tuesday,20,35.060715,-89.85758,Suspected Minor Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1131.5233788541066,City of Memphis
300980156,2024-10-15,2024-10-15 07:20:00,2024,10,Tuesday,7,35.177418,-89.75888,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Through Roadway,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2993.1082210032064,City of Memphis
300976060,2024-09-11,2024-09-11 19:30:00,2024,9,Wednesday,19,35.1367,-90.019356,Suspected Serious Injury,Pedestrian,Intersection-Unknown,AccelDecelLane,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,49.9393679026489,City of Memphis
300978192,2024-10-02,2024-10-02 16:15:00,2024,10,Wednesday,16,35.11913,-89.94552,Suspected Minor Injury,Pedestrian,Intersection-In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,941.5143151758476,City of Memphis
300923316,2023-11-11,2023-11-11 20:47:00,2023,11,Saturday,20,35.12639,-89.945305,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,156.1107418687151,City of Memphis
300966971,2024-07-19,2024-07-19 19:48:00,2024,7,Friday,19,35.09972,-89.87033,Suspected Serious Injury,Other Non-Motorist,Not Intersection-Adjacent to Roadway,Entrance/Exit Ramp Related,Dark-Lighted,Front to Rear,Other,1,True,City of Memphis,,,,,,,234.49542491458743,City of Memphis
300979794,2024-10-13,2024-10-13 18:00:00,2024,10,Sunday,18,35.051952,-89.91915,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Through Roadway,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,456.3193261141879,City of Memphis
300976485,2024-09-21,2024-09-21 23:21:00,2024,9,Saturday,23,35.05688,-90.007324,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Dark-Lighted,Front to Rear,Other,2,True,City of Memphis,,,,,,,1555.7925550527907,City of Memphis
300957460,2024-05-17,2024-05-17 02:05:00,2024,5,Friday,2,35.114,-89.97395,Fatal,Pedestrian,Not Intersection-Outside Traffic,Non-Junction,Dark-Lighted,"Sideswipe, Opposite Direction",Other,1,True,City of Memphis,,,,,,,968.3841525077504,City of Memphis
300972436,2024-08-27,2024-08-27 20:20:00,2024,8,Tuesday,20,35.087689,-89.931496,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,799.8011737589376,City of Memphis
300979263,2024-10-09,2024-10-09 23:40:00,2024,10,Wednesday,23,35.23399,-89.89301,Possible Injury,Pedestrian,Intersection-Unknown,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,62.98969238882766,City of Memphis
300979804,2024-10-13,2024-10-13 21:45:00,2024,10,Sunday,21,35.219162,-90.02852,Suspected Serious Injury,Pedestrian,Intersection-Unknown,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,THOMAS ST,,40.0,2.0,3,7.0,2.472536705271064,TDOT
300978258,2024-10-03,2024-10-03 14:30:00,2024,10,Thursday,14,35.158516,-89.764465,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2779.4793936015867,City of Memphis
300980183,2024-10-16,2024-10-16 06:18:00,2024,10,Wednesday,6,35.16569,-89.841774,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2316.3826774767344,City of Memphis
300979077,2024-10-08,2024-10-08 20:58:00,2024,10,Tuesday,20,35.11214,-90.034645,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1179.356285779162,City of Memphis
300980206,2024-10-16,2024-10-16 07:00:00,2024,10,Wednesday,7,35.03558,-90.00752,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1609.878984602195,City of Memphis
300977263,2024-09-26,2024-09-26 20:14:00,2024,9,Thursday,20,35.141026,-90.053635,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,47.01035370801007,City of Memphis
300982929,2024-10-31,2024-10-31 21:20:00,2024,10,Thursday,21,35.147224,-90.04396,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,N DANNY THOMAS BLVD,Principal Arterial,35.0,7.0,1,7.0,1.323655014070564,TDOT
300980881,2024-10-19,2024-10-19 18:54:00,2024,10,Saturday,18,35.0804,-89.98503,Suspected Minor Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2058.132221072506,City of Memphis
300981821,2024-10-24,2024-10-24 18:39:00,2024,10,Thursday,18,35.19995,-89.73448,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,AccelDecelLane,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,608.2086767900274,City of Memphis
300985182,2024-11-13,2024-11-13 14:30:00,2024,11,Wednesday,14,35.142796,-90.051956,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,UNION AVE,Minor Arterial,35.0,5.0,3,6.0,1.949253957126358,TDOT
300963099,2024-06-23,2024-06-23 02:00:00,2024,6,Sunday,2,35.1381,-90.02886,Fatal,Pedestrian,Not Intersection-Outside Traffic,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Other,1,True,TDOT,UNION AVE,Principal Arterial,35.0,6.0,3,6.0,0.6951603406926972,TDOT
300986128,2024-11-18,2024-11-18 19:13:00,2024,11,Monday,19,35.07996,-89.93086,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Entrance/Exit Ramp Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,Interstate (TDOT),,,,,,,41.80116768205812,City of Memphis
300982745,2024-10-30,2024-10-30 21:02:00,2024,10,Wednesday,21,35.16368,-89.87586,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,75.22100640400352,City of Memphis
300980499,2024-10-16,2024-10-16 23:49:00,2024,10,Wednesday,23,35.148003,-89.96059,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Through Roadway,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,170.27190840478067,City of Memphis
300984931,2024-11-12,2024-11-12 15:00:00,2024,11,Tuesday,15,35.128986,-90.047264,Suspected Minor Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,S DANNY THOMAS BLVD,Principal Arterial,35.0,4.0,1,6.0,0.431443781019272,TDOT
300976729,2024-09-23,2024-09-23 04:38:00,2024,9,Monday,4,35.147797,-90.02086,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,718.2289960617022,City of Memphis
300981876,2024-10-24,2024-10-24 15:45:00,2024,10,Thursday,15,35.164803,-90.023026,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,OtherLocation,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,777.7899249649236,City of Memphis
300981163,2024-10-21,2024-10-21 17:49:00,2024,10,Monday,17,35.02628,-89.95012,Suspected Minor Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Non-Junction,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,611.539479063908,City of Memphis
300984109,2024-11-07,2024-11-07 16:20:00,2024,11,Thursday,16,35.142258,-89.79197,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,327.1319475625851,City of Memphis
300982996,2024-10-31,2024-10-31 21:10:00,2024,10,Thursday,21,35.211857,-90.03223,Possible Injury,Pedestrian,Intersection-Unknown,Unknown,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,THOMAS ST,,40.0,2.0,3,7.0,0.1308764149467392,TDOT
300983541,2024-11-04,2024-11-04 23:30:00,2024,11,Monday,23,35.02498,-90.0348,Possible Injury,Pedestrian,Not Intersection-On Roadway Crosswalk Availability Unknown,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,447.7006762829228,City of Memphis
300980548,2024-10-17,2024-10-17 18:00:00,2024,10,Thursday,18,35.182472,-89.933334,Possible Injury,Pedestrian,Not Intersection-In Crosswalk,AccelDecelLane,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,JACKSON AVE,Principal Arterial,40.0,7.0,14,7.0,2.6449251869504606,TDOT
300985503,2024-11-15,2024-11-15 08:40:00,2024,11,Friday,8,35.093094,-89.9492,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,2,True,City of Memphis,,,,,,,1408.5424202853565,City of Memphis
300985507,2024-11-15,2024-11-15 08:30:00,2024,11,Friday,8,35.074688,-89.86815,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,280.525883073508,City of Memphis
300976392,2024-09-21,2024-09-21 12:09:00,2024,9,Saturday,12,35.220608,-90.02995,Suspected Serious Injury,Pedestrian,Not Intersection-Adjacent to Roadway,OtherLocation,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,4,True,City of Memphis,,,,,,,195.97058895061784,City of Memphis
300984515,2024-11-10,2024-11-10 07:50:00,2024,11,Sunday,7,35.198025,-90.034874,Possible Injury,Pedestrian,Not Intersection-Adjacent to Roadway,Non-Junction,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,THOMAS ST,,35.0,4.0,3,7.0,15.853003996746112,TDOT
300985928,2024-11-18,2024-11-18 00:45:00,2024,11,Monday,0,35.13623,-89.98748,No Injury,Pedestrian,Not Intersection-Outside Traffic,Non-Junction,Dark-Not Lighted,Rear to Side,Other,1,True,City of Memphis,,,,,,,254.11115955857116,City of Memphis
300985525,2024-11-14,2024-11-14 17:08:00,2024,11,Thursday,17,35.03866,-90.02521,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,2,True,TDOT,ELVIS PRESLEY BLVD,Principal Arterial,40.0,6.0,3,6.0,5.43412252483976,TDOT
300985286,2024-11-14,2024-11-14 08:24:00,2024,11,Thursday,8,35.105198,-90.08867,No Injury,Pedestrian,Not Intersection-Adjacent to Roadway,Rail Grade Crossing,Daylight,Not Collision with Motor Vehicle in Transport,Other,1,True,City of Memphis,,,,,,,2933.04333571836,City of Memphis
300985752,2024-11-13,2024-11-13 15:50:00,2024,11,Wednesday,15,35.066162,-89.888054,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk Not Available,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1979.2072819695024,City of Memphis
300984768,2024-11-11,2024-11-11 14:15:00,2024,11,Monday,14,35.049744,-89.85141,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1783.5888554894448,City of Memphis
300982798,2024-10-31,2024-10-31 11:17:00,2024,10,Thursday,11,35.083305,-90.01855,Suspected Serious Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,ELVIS PRESLEY BLVD,Minor Arterial,40.0,4.0,3,6.0,0.0251714708775897,TDOT
300983933,2024-11-06,2024-11-06 17:35:00,2024,11,Wednesday,17,35.08057,-89.88847,Possible Injury,Pedestrian,Intersection-Unknown,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1089.0296391084178,City of Memphis
300980609,2024-10-18,2024-10-18 14:22:00,2024,10,Friday,14,35.21365,-89.92412,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,AccelDecelLane,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,533.0311814098588,City of Memphis
300981501,2024-10-23,2024-10-23 21:30:00,2024,10,Wednesday,21,35.144985,-90.026505,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,784.8557317458035,City of Memphis
300982596,2024-10-30,2024-10-30 00:00:00,2024,10,Wednesday,99,35.17459,-89.96628,Possible Injury,Pedestrian,Intersection-Unknown,Intersection,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1601.8127551511625,City of Memphis
300980921,2024-10-20,2024-10-20 14:14:00,2024,10,Sunday,14,35.140526,-90.0335,Fatal,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,213.76323504597408,City of Memphis
300980631,2024-10-18,2024-10-18 16:35:00,2024,10,Friday,16,35.03196,-89.83986,Suspected Serious Injury,Pedestrian,Not Intersection-Unknown,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1279.2247319336366,City of Memphis
300984168,2024-11-08,2024-11-08 03:45:00,2024,11,Friday,3,35.061073,-90.003654,Suspected Minor Injury,Pedestrian,Intersection-Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1794.0489584835016,City of Memphis
300980520,2024-10-17,2024-10-17 20:35:00,2024,10,Thursday,20,35.163025,-89.85633,Fatal,Pedestrian,Not Intersection-On Roadway Crosswalk not Available,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1488.1231553767725,City of Memphis
300981287,2024-10-21,2024-10-21 14:30:00,2024,10,Monday,14,35.154285,-90.01961,Possible Injury,Pedestrian,Not Intersection-Bike Path,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,N PARKWAY,Minor Arterial,40.0,2.0,1,7.0,10.498894112561224,TDOT
300986308,2024-11-19,2024-11-19 18:00:00,2024,11,Tuesday,18,35.256046,-89.932755,Possible Injury,Pedestrian,Intersection-Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,4108.012969373736,City of Memphis
300981291,2024-10-22,2024-10-22 11:49:00,2024,10,Tuesday,11,35.148834,-90.04995,Suspected Minor Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,N SECOND ST,Minor Arterial,35.0,3.0,3,6.0,1.5775223863120962,TDOT
300986033,2024-11-16,2024-11-16 21:15:00,2024,11,Saturday,21,35.261723,-89.797812,No Injury,Pedestrian,Not Intersection-Outside Traffic,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Other,1,False,Suburban-Shelby,,,,,,,,Suburban-Shelby
300971897,2024-08-23,2024-08-23 20:15:00,2024,8,Friday,20,35.243717,-89.92593,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,2761.5950274523484,City of Memphis
300991569,2024-12-16,2024-12-16 00:00:00,2024,12,Monday,0,35.221104,-89.97553,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,2,True,City of Memphis,,,,,,,3833.633885363704,City of Memphis
300989527,2024-12-06,2024-12-06 15:55:00,2024,12,Friday,15,35.020775,-89.95382,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,E SHELBY DR,Principal Arterial,45.0,7.0,175,3.0,1.633594427306417,TDOT
300989536,2024-12-06,2024-12-06 16:45:00,2024,12,Friday,16,35.128315,-89.947365,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,"Driveway, Alley Access, etc",Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,POPLAR AVE,Principal Arterial,40.0,7.0,57,5.0,4.905329345786489,TDOT
300987282,2024-11-24,2024-11-24 18:18:00,2024,11,Sunday,18,35.034646,-89.796288,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection-Related,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,2,False,Suburban-Shelby,,,,,,,,Suburban-Shelby
300987596,2024-11-24,2024-11-24 00:00:00,2024,11,Sunday,0,35.10532,-89.98565,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Unknown,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,LAMAR AVE,Principal Arterial,40.0,5.0,4,4.0,4.254219725255098,TDOT
300987946,2024-11-27,2024-11-27 18:12:00,2024,11,Wednesday,18,35.078472,-90.01871,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,63.20812962243171,City of Memphis
300988446,2024-11-30,2024-11-30 17:33:00,2024,11,Saturday,17,35.082558,-89.91861,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,2,True,City of Memphis,,,,,,,1180.363430954645,City of Memphis
300988454,2024-12-01,2024-12-01 17:35:00,2024,12,Sunday,17,35.14412,-90.01755,Possible Injury,Pedestrian,Not Intersection-In Crosswalk,Intersection-Related,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,787.0699031895123,City of Memphis
300982272,2024-10-28,2024-10-28 03:54:00,2024,10,Monday,3,35.192455,-89.89442,Fatal,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,116.27194964430264,City of Memphis
300987676,2024-11-26,2024-11-26 18:35:00,2024,11,Tuesday,18,35.17184,-89.86943,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,54.78334951684258,City of Memphis
300969745,2024-08-07,2024-08-07 21:10:00,2024,8,Wednesday,21,35.168007,-89.86424,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,580.7164655184824,City of Memphis
300960082,2024-05-31,2024-05-31 06:20:00,2024,5,Friday,6,35.226294,-89.993809,Fatal,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,2,True,City of Memphis,,,,,,,2139.3390050292537,City of Memphis
300986770,2024-11-22,2024-11-22 07:12:00,2024,11,Friday,7,35.14255,-90.0511,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dawn,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,S THIRD ST,Minor Arterial,35.0,3.0,14,6.0,1.1768683923196348,TDOT
300990391,2024-12-10,2024-12-10 21:00:00,2024,12,Tuesday,21,35.16826,-89.86452,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Unknown,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,543.1408144178937,City of Memphis
300989327,2024-12-05,2024-12-05 15:40:00,2024,12,Thursday,15,35.128277,-90.02037,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,LAMAR AVE,Principal Arterial,40.0,6.0,4,6.0,7.933208636314592,TDOT
300991126,2024-12-14,2024-12-14 15:50:00,2024,12,Saturday,15,35.176178,-89.95762,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Non-Junction,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1207.4082994986768,City of Memphis
300987710,2024-11-26,2024-11-26 19:21:00,2024,11,Tuesday,19,35.095116,-90.05546,Suspected Serious Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,AccelDecelLane,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,39.03413215500152,City of Memphis
300987715,2024-11-26,2024-11-26 17:00:00,2024,11,Tuesday,17,35.104588,-89.9698,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,759.0898169449146,City of Memphis
300988764,2024-12-02,2024-12-02 07:00:00,2024,12,Monday,7,35.017643,-90.052574,No Injury,Pedestrian,Not Intersection-Outside Traffic,Unknown,Daylight,Not Collision with Motor Vehicle in Transport,Other,1,True,City of Memphis,,,,,,,360.1529084616997,City of Memphis
300987175,2024-11-24,2024-11-24 12:07:00,2024,11,Sunday,12,35.221333,-89.894196,Possible Injury,Pedestrian,Intersection-Unknown,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,COVINGTON PIKE,,40.0,5.0,204,1.0,0.0458219831023972,TDOT
300987747,2024-11-26,2024-11-26 22:10:00,2024,11,Tuesday,22,35.241467,-90.00953,Possible Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,THOMAS ST,,50.0,2.0,3,7.0,2.4549126388826266,TDOT
300986968,2024-11-22,2024-11-22 08:20:00,2024,11,Friday,8,35.138756,-90.03589,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,UNION AVE,Principal Arterial,35.0,5.0,3,6.0,4.756497215816589,TDOT
300988859,2024-12-03,2024-12-03 12:50:00,2024,12,Tuesday,12,35.220028,-90.00302,Possible Injury,Pedestrian,Not Intersection-On Roadway Not In Crosswalk,Intersection-Related,Daylight,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1855.2351266242367,City of Memphis
300986758,2024-11-21,2024-11-21 17:52:00,2024,11,Thursday,17,35.049194,-89.82999,Possible Injury,Pedestrian,Intersection-On Roadway Crosswalk availability Unknown,Intersection,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,533.0134117424607,City of Memphis
300987243,2024-11-24,2024-11-24 03:30:00,2024,11,Sunday,3,35.13798,-90.02818,Suspected Serious Injury,Pedestrian,Intersection-In Crosswalk,Intersection-Related,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,TDOT,UNION AVE,Principal Arterial,35.0,6.0,3,6.0,5.134409230420109,TDOT
300989901,2024-12-08,2024-12-08 18:52:00,2024,12,Sunday,18,35.06124,-90.01001,Possible Injury,Pedestrian,Intersection-On Roadway not in Crosswalk,Non-Junction,Dark-Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,1220.8032613832056,City of Memphis
300987245,2024-11-24,2024-11-24 20:17:00,2024,11,Sunday,20,35.108185,-89.98261,Possible Injury,Pedestrian,Not Intersection-Unknown,Unknown,Dark-Not Lighted,Not Collision with Motor Vehicle in Transport,Pedestrian,1,True,City of Memphis,,,,,,,210.6896755369661,City of Memphis
